"Dixie Hummingbirds","Am I Born To Die","http://bap-tizum.com/sites/default/files/audio/Dixie%20Hummingbirds_Am%20I%20Born%20To%20Die_33.mp3"
"Hartford Avenue Young Adult Choir","Amen","http://bap-tizum.com/sites/default/files/audio/Hartford%20Avenue%20Young%20Adult%20Choir_Amen_33.mp3"
"The Southern Four Of Detroit MI","By And By","http://bap-tizum.com/sites/default/files/audio/The%20Southern%20Four%20Of%20Detroit%20MI_By%20And%20By_33.mp3"
"The Angelic Choir of the First Baptist Church of Nutley, N.J. Directed by Rev. Lawrence Roberts","What You Gonna Do?","http://bap-tizum.com/sites/default/files/audio/What_You_Gonna_Do.mp3"
"Mattie Moss Clark Presents The Church Of God In Christ International Mass Choir","The Annointing","http://bap-tizum.com/sites/default/files/audio/Mattie%20Moss%20Clark%20Presents%20The%20Church%20Of%20God%20In%20Christ%20International%20Mass%20Choir_The%20Annointing_33.mp3"
"Shirley Caesar And The Caesar Singers","Another Day's Journey","http://bap-tizum.com/sites/default/files/audio/Shirley%20Caesar%20And%20The%20Caesar%20Singers_Another%20Day's%20Journey_33.mp3"
"The Harlem Christian Tabernacle Church Choir","Anthology of Black Gospel Music","http://bap-tizum.com/sites/default/files/audio/harlem-christian-tab-everytime_0.mp3"
"The Harlem Christian Tabernacle Church Choir","Anthology of Black Gospel Music","http://bap-tizum.com/sites/default/files/audio/harlem-chrisitan-tab-down-by-the.mp3"
"Sharon A. Johnson and The End Time Revival Evangelistic Crusade Choir of Columbus, Ohio","Anything","http://bap-tizum.com/sites/default/files/audio/wash-me-anything-end-time-reviv.mp3"
"Sharon A. Johnson And The T.E.T.R.E.C. Chorir Of Columbus, Ohio","Anything","http://bap-tizum.com/sites/default/files/audio/Sharon%20A.%20Johnson%20And%20The%20T.E.T.R.E.C.%20Chorir%20Of%20Columbus,%20Ohio_Anything_33.mp3"
"The Gospelaires","Ask, In Song...Can I Get a Witness","http://bap-tizum.com/sites/default/files/audio/Can_I_Get_a_Witness.mp3"
"Golden Bells","Back To The Dust","http://bap-tizum.com/sites/default/files/audio/Golden%20Bells_Back%20To%20The%20Dust_33.mp3"
"Annette Smith","On The Battle Field","http://bap-tizum.com/sites/default/files/audio/Annette%20Smith_On%20The%20Battle%20Field_33.mp3"
"The Reverend Maceo Woods' Christian Tabernacle Ensemble","On The Battlefield","http://bap-tizum.com/sites/default/files/audio/The%20Reverend%20Maceo%20Woods'%20Christian%20Tabernacle%20Ensemble_On%20The%20Battlefield_33.mp3"
"Shirley Caesar","Be Careful of the Stones You Throw","http://bap-tizum.com/sites/default/files/audio/Jesus_Ill_Never_Forget.mp3"
"The Highway QC's","Be at Rest","http://bap-tizum.com/sites/default/files/audio/Conditions_of_the_World.mp3"
"Kenneth Wilson with The Mighty Voices of Lightning of Greater Grace Temple","Behold the Man","http://bap-tizum.com/sites/default/files/audio/Behold_the_Man.mp3"
"Inez Andres","Believe In Humanity","http://bap-tizum.com/sites/default/files/audio/Inez%20Andres_Believe%20In%20Humanity_33.mp3"
"Keith Lancaster & Acappella","Better Than Life","http://bap-tizum.com/sites/default/files/audio/Rock-A-My_Soul.mp3"
"Inspirational Singers","Bless Me","http://bap-tizum.com/sites/default/files/audio/Inspirational%20Singers_Bless%20Me_33.mp3"
"Leontine Dupree Featuring The Voices Of Chicago","Bless The Singer, Bless The Song","http://bap-tizum.com/sites/default/files/audio/Leontine%20Dupree%20Featuring%20The%20Voices%20Of%20Chicago_Bless%20The%20Singer,%20Bless%20The%20Song_33.mp3"
"Esther Ford","Blessed Are The Poor In Spirit","http://bap-tizum.com/sites/default/files/audio/Esther%20Ford_Blessed%20Are%20The%20Poor%20In%20Spirit_33.mp3"
"The Brooklyn Allstars","Blessed Be The Name","http://bap-tizum.com/sites/default/files/audio/The%20Brooklyn%20Allstars_Blessed%20Be%20The%20Name_33.mp3"
"Elder Connie L. Keene Jr's Gospel Workshop Choir","Blessed &amp; Brought Up","http://bap-tizum.com/sites/default/files/audio/Elder%20Connie%20L.%20Keene%20Jr's%20Gospel%20Workshop%20Choir_Blessed%20&%20Brought%20Up_33.mp3"
"The Violinaires","That Blessed Homeland","http://bap-tizum.com/sites/default/files/audio/The%20Violinaires_That%20Blessed%20Homeland_33.mp3"
"The Coleman Brothers","Blind Barnabas","http://bap-tizum.com/sites/default/files/audio/The%20Coleman%20Brothers_Blind%20Barnabas_33.mp3"
"The Starlighters","The Blood","http://bap-tizum.com/sites/default/files/audio/The%20Starlighters_The%20Blood_33.mp3"
"Rev. Columbus Mann And His Pentecostal Choir","The Blood Of Jesus","http://bap-tizum.com/sites/default/files/audio/Rev.%20Columbus%20Mann%20And%20His%20Pentecostal%20Choir_The%20Blood%20Of%20Jesus_33.mp3"
"God Speaks To The Prophet","Born A Prophet","http://bap-tizum.com/sites/default/files/audio/god-speaks-to-help-me-bear-my-cross.mp3"
"God Speaks To The Prophet","Born A Prophet","http://bap-tizum.com/sites/default/files/audio/god-speaks-to-help-me-bear-my-cross_0.mp3"
"The New Emmanuelaires","Bought With A Price","http://bap-tizum.com/sites/default/files/audio/The%20New%20Emmanuelaires_Bought%20With%20A%20Price_33.mp3"
"The Thomas Whitfield Company","Brand New","http://bap-tizum.com/sites/default/files/audio/the-thomas-whifield-company-brand-new.mp3"
"Joy Simpson And The Canton Crusade Choir And Ensemble","Like A Bridge","http://bap-tizum.com/sites/default/files/audio/Joy%20Simpson%20And%20The%20Canton%20Crusade%20Choir%20And%20Ensemble_Like%20A%20Bridge_33.mp3"
"Joy Simpson And The Canton Crusade Choir And Ensemble","Like A Bridge Over Troubled Waters","http://bap-tizum.com/sites/default/files/audio/Joy%20Simpson%20And%20The%20Canton%20Crusade%20Choir%20And%20Ensemble_Like%20A%20Bridge%20Over%20Troubled%20Waters_33.mp3"
"Inez Andrews","A Brother's Prayer","http://bap-tizum.com/sites/default/files/audio/Inez%20Andrews_A%20Brother's%20Prayer_33.mp3"
"The Gospel Miracles","Building Up Myself","http://bap-tizum.com/sites/default/files/audio/The%20Gospel%20Miracles_Building%20Up%20Myself_33.mp3"
"The Tears of Joy","Building Up a Nation","http://bap-tizum.com/sites/default/files/audio/Building_Up_a_Nation.mp3"
"Tears of Joy","Building Up a Nation","http://bap-tizum.com/sites/default/files/audio/Be_Ready.mp3"
"The James Herndon Singers","This Business of Living","http://bap-tizum.com/sites/default/files/audio/When_He_Comes_Back.mp3"
"Pure Heart Travelers","Call the Angels","http://bap-tizum.com/sites/default/files/audio/Chilly_Wind.mp3"
"Pure Heart Travelers","Call the Angels","http://bap-tizum.com/sites/default/files/audio/Satin_is_Riding.mp3"
"Minister Keith Pringle And The Pentecostal Community Choir","Call Him Up","http://bap-tizum.com/sites/default/files/audio/Minister%20Keith%20Pringle%20And%20The%20Pentecostal%20Community%20Choir_Call%20Him%20Up_33.mp3"
"The Violinaires","Call On Him","http://bap-tizum.com/sites/default/files/audio/The%20Violinaires_Call%20On%20Him_33.mp3"
"The Spiritual Tornados","Call Jesus","http://bap-tizum.com/sites/default/files/audio/The%20Spiritual%20Tornados_Call%20Jesus_33.mp3"
"Mattie Moss Clark","Call On The One From Bethlehem","http://bap-tizum.com/sites/default/files/audio/Mattie%20Moss%20Clark_Call%20On%20The%20One%20From%20Bethlehem_33.mp3"
"People's Community Baptist Inspirational Choir Rev. J. David Hearn Pastor","Calvary","http://bap-tizum.com/sites/default/files/audio/How_I_Got_Over.mp3"
"Calvary Crusaders directed by Henry Davis","I'm Not Ashamed of Jesus Christ","http://bap-tizum.com/sites/default/files/audio/Im_Not_Ashamed_of_Jesus_Christ.mp3"
"The Gospelaires","Camp Meeting","http://bap-tizum.com/sites/default/files/audio/Ive_Got_It_0.mp3"
"The Gospelaires","Camp Meeting","http://bap-tizum.com/sites/default/files/audio/Youve_Been_So_Good_To_Me.mp3"
"Reverend Cleophus Robinson","Can't You See","http://bap-tizum.com/sites/default/files/audio/Reverend%20Cleophus%20Robinson_Can't%20You%20See_33.mp3"
"Gates Of Heaven Gospel Choir","Certinly Lord","http://bap-tizum.com/sites/default/files/audio/Gates%20Of%20Heaven%20Gospel%20Choir_Certinly%20Lord_33.mp3"
"Meditation Singers","Change is Gonna Come","http://bap-tizum.com/sites/default/files/audio/Thats_My_Child.mp3"
"Meditation Singers","Change is Gonna Come","http://bap-tizum.com/sites/default/files/audio/Troubles_Brewin.mp3"
"The Harrison Gospel Singers With Rev. Squeaky Morgan","A Charge to Keep","http://bap-tizum.com/sites/default/files/audio/The%20Harrison%20Gospel%20Singers%20With%20Rev.%20Squeaky%20Morgan_A%20Charge%20to%20Keep_33.mp3"
"St. James Young Adult Choir","Child of the King","http://bap-tizum.com/sites/default/files/audio/st-james-dont-wait-too-long.mp3"
"Gospel All Stars","Choose Your Seat","http://bap-tizum.com/sites/default/files/audio/Gospel%20All%20Stars_Choose%20Your%20Seat_33.mp3"
"Second Baptist Church Choir","Christ is Coming Back","http://bap-tizum.com/sites/default/files/audio/I_Need_Jesus_on_my_Journey.mp3"
"Second Baptist Church Choir","Christ is Coming Back","http://bap-tizum.com/sites/default/files/audio/Lord_Please_Hold_my_Hand.mp3"
"Swanee Quintet","The Church Today","http://bap-tizum.com/sites/default/files/audio/Swanee%20Quintet_The%20Church%20Today_33.mp3"
"The Southwest Michigan State Choir Church of God in Christ","A City Called Heaven","http://bap-tizum.com/sites/default/files/audio/How_Did_You_Feel.mp3"
"Eugene Harris","Climbing High Mountains","http://bap-tizum.com/sites/default/files/audio/eugene-harris-on-the-cross.mp3"
"Bobby Dunn And The Sensationals","Climbing Up The Hill","http://bap-tizum.com/sites/default/files/audio/Bobby%20Dunn%20And%20The%20Sensationals_Climbing%20Up%20The%20Hill_33.mp3"
"Reverend Jerry Williams And The Jerry Williams Singers","Climbing Up The Mountain","http://bap-tizum.com/sites/default/files/audio/Reverend%20Jerry%20Williams%20And%20The%20Jerry%20Williams%20Singers_Climbing%20Up%20The%20Mountain_33.mp3"
"Ernest Franklin","Close to Thee","http://bap-tizum.com/sites/default/files/audio/Trying_Times.mp3"
"Harold Freeman And The New Friendship Baptist Church Choir","Close To Thee","http://bap-tizum.com/sites/default/files/audio/Harold%20Freeman%20And%20The%20New%20Friendship%20Baptist%20Church%20Choir_Close%20To%20Thee_33.mp3"
"Bobby Jones And New Life","Close To You","http://bap-tizum.com/sites/default/files/audio/Bobby%20Jones%20And%20New%20Life_Close%20To%20You_33.mp3"
"The Reflections Of Christ","Close To You","http://bap-tizum.com/sites/default/files/audio/The%20Reflections%20Of%20Christ_Close%20To%20You_33.mp3"
"Pilgrim Travelers","Come Home","http://bap-tizum.com/sites/default/files/audio/Pilgrim%20Travelers_Come%20Home_33.mp3"
"Jean Reed And The Anointed Ones","Come On In This House","http://bap-tizum.com/sites/default/files/audio/Jean%20Reed%20And%20The%20Anointed%20Ones_Come%20On%20In%20This%20House_33.mp3"
"The Apostolic Choraleers","Come In The Lord's House","http://bap-tizum.com/sites/default/files/audio/The%20Apostolic%20Choraleers_Come%20In%20The%20Lord's%20House_33.mp3"
"Cora Martin And The Gospel Girls","Come Ye Disconsolate","http://bap-tizum.com/sites/default/files/audio/Cora%20Martin%20And%20The%20Gospel%20Girls_Come%20Ye%20Disconsolate_33.mp3"
"Supreme Jubilees","Coming Up Through The Years","http://bap-tizum.com/sites/default/files/audio/Supreme%20Jubilees_Coming%20Up%20Through%20The%20Years_33.mp3"
"Cora Martin With The Gospel Girls","Come Ye Disconsolate","http://bap-tizum.com/sites/default/files/audio/Come_Ye_Disconsolate.mp3"
"The State Choir Of Southwestern Michigan Church Of God In Christ","Couldn't Hear 'Em Pray","http://bap-tizum.com/sites/default/files/audio/The%20State%20Choir%20Of%20Southwestern%20Michigan%20Church%20Of%20God%20In%20Christ_Couldn't%20Hear%20'Em%20Pray_33.mp3"
"The Clark Sisters","Count It All Joy","http://bap-tizum.com/sites/default/files/audio/the-clark-sisters-i-know-god-is.mp3"
"Salt Of The Earth","Count It All Joy","http://bap-tizum.com/sites/default/files/audio/Salt%20Of%20The%20Earth_Count%20It%20All%20Joy_33.mp3"
"The Trumpelettes","Crossing Jordan","http://bap-tizum.com/sites/default/files/audio/the-trumpelettes-the-promise.mp3"
"Pilgrim Travelers","Daniel Saw The Stone pt 1","http://bap-tizum.com/sites/default/files/audio/Pilgrim%20Travelers_Daniel%20Saw%20The%20Stone%20pt%201_33.mp3"
"James Cleveland And The Southern California Community Choir","Deliverance","http://bap-tizum.com/sites/default/files/audio/James%20Cleveland%20And%20The%20Southern%20California%20Community%20Choir_Deliverance_33.mp3"
"Dorothy Norwood and the Combind Choirs of Atlanta, GA.","A Denied Mother","http://bap-tizum.com/sites/default/files/audio/In_The_Morning.mp3"
"The Volunteer Choir","Didn't It Rain","http://bap-tizum.com/sites/default/files/audio/The%20Volunteer%20Choir_Didn't%20It%20Rain_33.mp3"
"Church Of The Loving God, Temple #18","Dipped In The Water","http://bap-tizum.com/sites/default/files/audio/Church%20Of%20The%20Loving%20God,%20Temple%20#18_Dipped%20In%20The%20Water_33.mp3"
"The Five Blind Boys Of Alabama","Do Lord, Remember Me","http://bap-tizum.com/sites/default/files/audio/The%20Five%20Blind%20Boys%20Of%20Alabama_Do%20Lord,%20Remember%20Me_33.mp3"
"The Swindell Brothers With Bishop J.J. Wilkerson","Do You Know Him","http://bap-tizum.com/sites/default/files/audio/The%20Swindell%20Brothers%20With%20Bishop%20J.J.%20Wilkerson_Do%20You%20Know%20Him_33.mp3"
"The Swindell Brothers With Bishop J.J. Wilkerson","Do You Know Him","http://bap-tizum.com/sites/default/files/audio/The%20Swindell%20Brothers%20With%20Bishop%20J.J.%20Wilkerson_Do%20You%20Know%20Him_33_0.mp3"
"Ron Dickerson And The Tranquility","Do You Know Jesus?","http://bap-tizum.com/sites/default/files/audio/Ron%20Dickerson%20And%20The%20Tranquility_Do%20You%20Know%20Jesus?_33.mp3"
"Voices of Glory","Do You Wanna Go?","http://bap-tizum.com/sites/default/files/audio/Thank_The_Lord_For_Today.mp3"
"The Marion Gaines Singers","Do Your Thing","http://bap-tizum.com/sites/default/files/audio/The%20Marion%20Gaines%20Singers_Do%20Your%20Thing_33.mp3"
"The Sensational Williams Brothers","Doesn't Anybod Believe In Jesus Anymore","http://bap-tizum.com/sites/default/files/audio/The%20Sensational%20Williams%20Brothers_Doesn't%20Anybod%20Believe%20In%20Jesus%20Anymore_33.mp3"
"Dixie Hummingbirds","Doing All The Good I Can","http://bap-tizum.com/sites/default/files/audio/Dixie%20Hummingbirds_Doing%20All%20The%20Good%20I%20Can_33.mp3"
"Shirley Caesar","Don't Be Afraid","http://bap-tizum.com/sites/default/files/audio/Shirley%20Caesar_Don't%20Be%20Afraid_33.mp3"
"Gospel Six","Don't Blame The Children","http://bap-tizum.com/sites/default/files/audio/Gospel%20Six_Don't%20Blame%20The%20Children_33.mp3"
"The Mighty Price Singers","Don't Disappoint Me","http://bap-tizum.com/sites/default/files/audio/mighty-price-the-mountain_0.mp3"
"The Mighty Price Singers","Don't Disappoint Me","http://bap-tizum.com/sites/default/files/audio/mighty-price-just-like-god-said.mp3"
"The Five Blind Boys Of Alabama","Don't Forget The Bridge","http://bap-tizum.com/sites/default/files/audio/The%20Five%20Blind%20Boys%20Of%20Alabama_Don't%20Forget%20The%20Bridge_33.mp3"
"The Savettes","Don't Let The Heaven Doors Close","http://bap-tizum.com/sites/default/files/audio/The%20Savettes_Don't%20Let%20The%20Heaven%20Doors%20Close_33.mp3"
"Jessy Dixon And The Dixon Singers","Don't Let Nobody Turn You Around","http://bap-tizum.com/sites/default/files/audio/Jessy%20Dixon%20And%20The%20Dixon%20Singers_Don't%20Let%20Nobody%20Turn%20You%20Around_33.mp3"
"Gospel Truth","Don't You Want To Go","http://bap-tizum.com/sites/default/files/audio/Gospel%20Truth_Don't%20You%20Want%20To%20Go_33.mp3"
"The Supreme Angels","Drinking Of The Wine","http://bap-tizum.com/sites/default/files/audio/The%20Supreme%20Angels_Drinking%20Of%20The%20Wine_33.mp3"
"Shirley Caesar And The Caesar Singers","Dry Bones","http://bap-tizum.com/sites/default/files/audio/Shirley%20Caesar%20And%20The%20Caesar%20Singers_Dry%20Bones_33.mp3"
"Shirley Caesar And The Caesar Singers","Dry Bones","http://bap-tizum.com/sites/default/files/audio/Shirley%20Caesar%20And%20The%20Caesar%20Singers_Dry%20Bones_33_0.mp3"
"Let Him Come In","The Dynamic Duo and Company","http://bap-tizum.com/sites/default/files/audio/Aint_Nothing_Like_The_Real_Thing.mp3"
"Prof. Robert Banks","Each Man Is My Brother","http://bap-tizum.com/sites/default/files/audio/Prof.%20Robert%20Banks_Each%20Man%20Is%20My%20Brother_33.mp3"
"The Original Cannon Singers","Eagle","http://bap-tizum.com/sites/default/files/audio/The%20Original%20Cannon%20Singers_Eagle_33.mp3"
"The Atlanta Gospel Movement","This Earth Shall Pass Away","http://bap-tizum.com/sites/default/files/audio/Jesus_is_Coming.mp3"
"Elder Connie L. Keene Jr.'s Gospel Workshop Choir","Blessed Brought Up","http://bap-tizum.com/sites/default/files/audio/Blessed__Brought_Up.mp3"
"Rev. Clarence Agard Jr.","Elijah","http://bap-tizum.com/sites/default/files/audio/Rev.%20Clarence%20Agard%20Jr._Elijah_33.mp3"
"Jessy Dixon And The Dixon Singers","End Of My Journey","http://bap-tizum.com/sites/default/files/audio/Jessy%20Dixon%20And%20The%20Dixon%20Singers_End%20Of%20My%20Journey_33.mp3"
"Elder Connie L. Keene Jr's Gospel Workshop Choir","Every Man Wants To Be Free","http://bap-tizum.com/sites/default/files/audio/Elder%20Connie%20L.%20Keene%20Jr's%20Gospel%20Workshop%20Choir_Every%20Man%20Wants%20To%20Be%20Free_33.mp3"
"Ladies of Song","Everybody Will Be Happy","http://bap-tizum.com/sites/default/files/audio/ladies-of-song-through-your-_0.mp3"
"Ladies of Song","Everybody Will Be Happy","http://bap-tizum.com/sites/default/files/audio/ladies-of-song-he-brought-joy.mp3"
"The Famous Davis Sisters","Lord Don't Leave Me","http://bap-tizum.com/sites/default/files/audio/Lord_Dont_Leave_Me.mp3"
"Elder Connie L. Keene Jr's Gospel Workshop Choir","Farther Along","http://bap-tizum.com/sites/default/files/audio/Elder%20Connie%20L.%20Keene%20Jr's%20Gospel%20Workshop%20Choir_Farther%20Along_33.mp3"
"Harmonizing Four","Father I Stretch My Hand To Thee","http://bap-tizum.com/sites/default/files/audio/Harmonizing%20Four_Father%20I%20Stretch%20My%20Hand%20To%20Thee_33.mp3"
"The Soul Stirrers","Feel Like My Time Ain't Long","http://bap-tizum.com/sites/default/files/audio/The%20Soul%20Stirrers_Feel%20Like%20My%20Time%20Ain't%20Long_33.mp3"
"Andrew Jackson And The Cyc Choir","Fill My Cup","http://bap-tizum.com/sites/default/files/audio/Andrew%20Jackson%20And%20The%20Cyc%20Choir_Fill%20My%20Cup_33.mp3"
"The Beverly Glenn Concert Chorale","Find Yourself","http://bap-tizum.com/sites/default/files/audio/God_is_Gettin_His_Child_Together.mp3"
"The Beverly Glenn Concert Chorale","Find Yourself","http://bap-tizum.com/sites/default/files/audio/Take_My_Life.mp3"
"The Truthlettes","Flowing","http://bap-tizum.com/sites/default/files/audio/Speak_To_Me.mp3"
"The Followers Of Christ","The Follower's Chant","http://bap-tizum.com/sites/default/files/audio/The%20Followers%20Of%20Christ_The%20Follower's%20Chant_33.mp3"
"The Trumpelettes","A Fool Would Build His House On Sinking Sand","http://bap-tizum.com/sites/default/files/audio/The%20Trumpelettes_A%20Fool%20Would%20Build%20His%20House%20On%20Sinking%20Sand_33.mp3"
"Albertina Walker and the Caravans","Freedom","http://bap-tizum.com/sites/default/files/audio/He_Changed.mp3"
"The Reflections Of Christ","Freedom","http://bap-tizum.com/sites/default/files/audio/The%20Reflections%20Of%20Christ_Freedom_33.mp3"
"The Original Blind Boys Of Alabama","In The Garden","http://bap-tizum.com/sites/default/files/audio/The%20Original%20Blind%20Boys%20Of%20Alabama_In%20The%20Garden_33.mp3"
"Rev. Charles Watkins And The Pentecostal Singers","Gates Of The City","http://bap-tizum.com/sites/default/files/audio/Rev.%20Charles%20Watkins%20And%20The%20Pentecostal%20Singers_Gates%20Of%20The%20City_33.mp3"
"Dixie Hummingbirds","The Gentlemen of Song","http://bap-tizum.com/sites/default/files/audio/My_New_Home.mp3"
"Dixie Hummingbirds","The Gentlemen of Song","http://bap-tizum.com/sites/default/files/audio/Dont_Let_Me_Fall.mp3"
"Dixie Hummingbirds","The Gentlemen of Song","http://bap-tizum.com/sites/default/files/audio/Im_on_the_Battlefield.mp3"
"Dixie Hummingbirds","The Gentlemen of Song","http://bap-tizum.com/sites/default/files/audio/Ive_Been_Weighed.mp3"
"Alfred Bolden","Get Right Church","http://bap-tizum.com/sites/default/files/audio/Alfred%20Bolden_Get%20Right%20Church_33.mp3"
"Revelation Company","Get In Touch","http://bap-tizum.com/sites/default/files/audio/Revelation%20Company_Get%20In%20Touch_33.mp3"
"James Cleveland and the Southern California Community Choir","In The Ghetto","http://bap-tizum.com/sites/default/files/audio/james-cleveland-in-the-ghetto.mp3"
"New Bethel Radio-Concert Choir C.O.G.I.C.","The Gift of God","http://bap-tizum.com/sites/default/files/audio/Elijah_Rock.mp3"
"The Lee Chapel Gospel Chorus under the direction of Robert Gazaway","Give God the Credit","http://bap-tizum.com/sites/default/files/audio/He_Knows.mp3"
"Community Baptist Church Choir","Give God A Try","http://bap-tizum.com/sites/default/files/audio/community-baptist-work-on-me-jesus_0.mp3"
"Evangelist Chas. Coli McNair With J.esus O.urs Y.our's Choir","Give It All You Got","http://bap-tizum.com/sites/default/files/audio/Evangelist%20Chas.%20Coli%20McNair%20With%20J.esus%20O.urs%20Y.our's%20Choir_Give%20It%20All%20You%20Got_33.mp3"
"The Gospelrama Chorus","Give Me More Strength","http://bap-tizum.com/sites/default/files/audio/Joy_Bells.mp3"
"James Cleveland with te Angelic Choir","Give Me My Flowers","http://bap-tizum.com/sites/default/files/audio/james-cleveland-give-me-my-flowers_0.mp3"
"James Cleveland with te Angelic Choir","Give Me My Flowers","http://bap-tizum.com/sites/default/files/audio/james-cleveland-thats-what-my-god-can-do.mp3"
"The Consolers","Give Me My Flowers","http://bap-tizum.com/sites/default/files/audio/the-consolers-i-shall-not-want.mp3"
"The Gospel Harmonettes","Give Me Strength","http://bap-tizum.com/sites/default/files/audio/The%20Gospel%20Harmonettes_Give%20Me%20Strength_33.mp3"
"James Johnson And The Johnson Ensemble","Give Me Victory","http://bap-tizum.com/sites/default/files/audio/James%20Johnson%20And%20The%20Johnson%20Ensemble_Give%20Me%20Victory_33.mp3"
"Olivi Branch Walker","Go Back To God","http://bap-tizum.com/sites/default/files/audio/olivia-branch-walker-i-dare-you.mp3"
"Sister Josephine James","God Is All","http://bap-tizum.com/sites/default/files/audio/Sister%20Josephine%20James_God%20Is%20All_33.mp3"
"The Starlighters","God Be With You","http://bap-tizum.com/sites/default/files/audio/The%20Starlighters_God%20Be%20With%20You_33.mp3"
"Gospel Six","God Bless Our Home","http://bap-tizum.com/sites/default/files/audio/Gospel%20Six_God%20Bless%20Our%20Home_33.mp3"
"James Cleveland And The Cleveland Singers","God Is In The Blessing Business","http://bap-tizum.com/sites/default/files/audio/James%20Cleveland%20And%20The%20Cleveland%20Singers_God%20Is%20In%20The%20Blessing%20Business_33.mp3"
"The Spirit of Harmony Singers","God Gave Me a Song","http://bap-tizum.com/sites/default/files/audio/We_Dont_Need_No_Music_Standing_on_the_Promises.mp3"
"The Spirit of Harmony Singers","God Gave Me a Song","http://bap-tizum.com/sites/default/files/audio/His_Mercy_Endureth.mp3"
"The Spirit of Harmony Singers","God Gave Me a Song","http://bap-tizum.com/sites/default/files/audio/No_Ways_Tired.mp3"
"Joy Simpson And The Canton Crusade Choir And Ensemble","God Gave Me A Song","http://bap-tizum.com/sites/default/files/audio/Joy%20Simpson%20And%20The%20Canton%20Crusade%20Choir%20And%20Ensemble_God%20Gave%20Me%20A%20Song_33.mp3"
"The Stars of Faith of Detroit, MI","God Is Good","http://bap-tizum.com/sites/default/files/audio/So_Good.mp3"
"Dixie Hummingbirds","God Is Good","http://bap-tizum.com/sites/default/files/audio/Dixie%20Hummingbirds_God%20Is%20Good_33.mp3"
"Gospel Hi-Lites","God Is A Good God","http://bap-tizum.com/sites/default/files/audio/Gospel%20Hi-Lites_God%20Is%20A%20Good%20God_33.mp3"
"The Harmonizing Four","God Is Good To Me","http://bap-tizum.com/sites/default/files/audio/The%20Harmonizing%20Four_God%20Is%20Good%20To%20Me_33.mp3"
"The Harmonizing Four","God Is Good To Me","http://bap-tizum.com/sites/default/files/audio/The%20Harmonizing%20Four_God%20Is%20Good%20To%20Me_33_0.mp3"
"Rev. Willie Morganfield","God Has Done So Much For Me","http://bap-tizum.com/sites/default/files/audio/Rev.%20Willie%20Morganfield_God%20Has%20Done%20So%20Much%20For%20Me_33.mp3"
"Rev. M. Evans Of Wayside Spiritual Temple Of Love","God Is Love","http://bap-tizum.com/sites/default/files/audio/Rev.%20M.%20Evans%20Of%20Wayside%20Spiritual%20Temple%20Of%20Love_God%20Is%20Love_33.mp3"
"Northeast Detroit Community Choir","God Never Fails","http://bap-tizum.com/sites/default/files/audio/Northeast%20Detroit%20Community%20Choir_God%20Never%20Fails_33.mp3"
