Artist,Title,Url
Sister Wynona Carr,The Ball Game,http://bap-tizum.com/sites/default/files/audio/The_Ball_Game.mp3
Sister Wynona Carr,The Ball Game,http://bap-tizum.com/sites/default/files/audio/Sister%20Wynona%20Carr_The%20Ball%20Game_45.mp3
The Soul Stirrers,Be With Me Jesus,http://bap-tizum.com/sites/default/files/audio/The%20Soul%20Stirrers_Be%20With%20Me%20Jesus_45.mp3
Rev. James Morton,Beams of Heaven Part 2,http://bap-tizum.com/sites/default/files/audio/Beams_of_Heaven_Part_2.mp3
Obedient Singer,The Beatitudes,http://bap-tizum.com/sites/default/files/audio/The_Beatitudes.mp3
James Cleveland And The Angelic Choir,Beautiful Garden Of Prayer,http://bap-tizum.com/sites/default/files/audio/James%20Cleveland%20And%20The%20Angelic%20Choir_Beautiful%20Garden%20Of%20Prayer_45.mp3
The Shackleford Singers,Been To The Water,http://bap-tizum.com/sites/default/files/audio/The%20Shackleford%20Singers_Been%20To%20The%20Water_45.mp3
Radio Four,Believe Every Word He Says,http://bap-tizum.com/sites/default/files/audio/Radio%20Four_Believe%20Every%20Word%20He%20Says_45.mp3
Gospel Consolators,The Bible Is Right,http://bap-tizum.com/sites/default/files/audio/Gospel%20Consolators_The%20Bible%20Is%20Right_45.mp3
Morning Echoes,Biblical History Of Moses,http://bap-tizum.com/sites/default/files/audio/Morning%20Echoes_Biblical%20History%20Of%20Moses_45.mp3
The Gospel Believers,Bless My Home,http://bap-tizum.com/sites/default/files/audio/The%20Gospel%20Believers_Bless%20My%20Home_45.mp3
"The Mighty Royal Silvertones of Jersey City, N.J.",Blessed Assurance,http://bap-tizum.com/sites/default/files/audio/Blessed_Assurance.mp3
The Soul Stirrers,Blessed Be The Name Of The Lord,http://bap-tizum.com/sites/default/files/audio/The%20Soul%20Stirrers_Blessed%20Be%20The%20Name%20Of%20The%20Lord_45.mp3
Victory Of Love,Blessed Quietness,http://bap-tizum.com/sites/default/files/audio/Victory%20Of%20Love_Blessed%20Quietness_45.mp3
The Trumpeteers,Blind Barnabas,http://bap-tizum.com/sites/default/files/audio/Blind_Barnabas.mp3
Hartford Ave. Baptist Inspirational Chorus,The Blood,http://bap-tizum.com/sites/default/files/audio/Hartford%20Ave.%20Baptist%20Inspirational%20Chorus_The%20Blood_45.mp3
Rev. Columbus Mann and His Penecostal Choir,The Blood of Jesus,http://bap-tizum.com/sites/default/files/audio/The_Blood_of_Jesus.mp3
The Berea-St. Paul United Meth. Gospel Choir,Brighten the Corner,http://bap-tizum.com/sites/default/files/audio/Brighten_the_Corner.mp3
The Golden Hummingbirds,Build,http://bap-tizum.com/sites/default/files/audio/Build_on_that_Show.mp3
John Cooksey and the Southern Four,Bye and Bye,http://bap-tizum.com/sites/default/files/audio/Bye_and_Bye.mp3
The Violinaires,Call On Him,http://bap-tizum.com/sites/default/files/audio/The%20Violinaires_Call%20On%20Him_45.mp3
Rev. Oris Mays,Calvary,http://bap-tizum.com/sites/default/files/audio/Rev.%20Oris%20Mays_Calvary_45.mp3
Julia Price Williams,Caught Up,http://bap-tizum.com/sites/default/files/audio/Caught_Up.mp3
The Hightower Brothers,Child Of The King,http://bap-tizum.com/sites/default/files/audio/The%20Hightower%20Brothers_Child%20Of%20The%20King_45.mp3
Universal Jubilaires,Childhood Days,http://bap-tizum.com/sites/default/files/audio/Childhood_Days.mp3
The Violinaires,Children Are You Ready,http://bap-tizum.com/sites/default/files/audio/The%20Violinaires_Children%20Are%20You%20Ready_45.mp3
The Salem Travelers,The Children Goin' Astray,http://bap-tizum.com/sites/default/files/audio/The%20Salem%20Travelers_The%20Children%20Goin'%20Astray_45.mp3
The Nightingales,A Christian Life,http://bap-tizum.com/sites/default/files/audio/The%20Nightingales_A%20Christian%20Life_45.mp3
Dixie Hummingbirds,Christians Automobile,http://bap-tizum.com/sites/default/files/audio/Dixie%20Hummingbirds_Christians%20Automobile_45.mp3
Dixie Hummingbirds,Christians Automobile,http://bap-tizum.com/sites/default/files/audio/Dixie%20Hummingbirds_Christians%20Automobile_45_0.mp3
Shirley Caesar,Church Is In Mourning,http://bap-tizum.com/sites/default/files/audio/Shirley%20Caesar_Church%20Is%20In%20Mourning_45.mp3
The Heavenly Saints Spiritual Singers,City Over the Cloud,http://bap-tizum.com/sites/default/files/audio/City_Over_the_Cloud.mp3
Sensational Nightingales,Cleanse My Soul,http://bap-tizum.com/sites/default/files/audio/Sensational%20Nightingales_Cleanse%20My%20Soul_45.mp3
Susie Wilson,Cloudless Day,http://bap-tizum.com/sites/default/files/audio/Cloudless_Day.mp3
Susie Wilson,Cloudless Day,http://bap-tizum.com/sites/default/files/audio/Susie%20Wilson_Cloudless%20Day_45.mp3
Helen Henderson,Come To The Altar,http://bap-tizum.com/sites/default/files/audio/Helen%20Henderson_Come%20To%20The%20Altar_45.mp3
The Silver Bells,Come And Go With Me,http://bap-tizum.com/sites/default/files/audio/The%20Silver%20Bells_Come%20And%20Go%20With%20Me_45.mp3
The Blind Boys Of Alabama,Come To Jesus,http://bap-tizum.com/sites/default/files/audio/The%20Blind%20Boys%20Of%20Alabama_Come%20To%20Jesus_45.mp3
Rubye Shelton,Come Out of the Valley,http://bap-tizum.com/sites/default/files/audio/Come_Out_of_the_Valley.mp3
Dixie Hummingbirds,Come Ye Disconsolate,http://bap-tizum.com/sites/default/files/audio/Come_Ye_Disconsolate_0.mp3
The Beverely Glenn Sisters,Coming Again So Soon,http://bap-tizum.com/sites/default/files/audio/The%20Beverely%20Glenn%20Sisters_Coming%20Again%20So%20Soon_45.mp3
Hi Way Que C's,Conditions Of The World,http://bap-tizum.com/sites/default/files/audio/Hi%20Way%20Que%20C's_Conditions%20Of%20The%20World_45.mp3
James Cleveland And The Gospel Chimes,Deep Down In My Heart,http://bap-tizum.com/sites/default/files/audio/James%20Cleveland%20And%20The%20Gospel%20Chimes_Deep%20Down%20In%20My%20Heart_45.mp3
The Gospel Consolators,Deliver Me,http://bap-tizum.com/sites/default/files/audio/Deliver_Me.mp3
Dea Simmons and The Cosmic Singers,Didn't It Rain,http://bap-tizum.com/sites/default/files/audio/Didnt_It_Rain.mp3
The Gospel Keys,Didn't It Rain,http://bap-tizum.com/sites/default/files/audio/The%20Gospel%20Keys_Didn't%20It%20Rain_45.mp3
Sister Josephine James,Died One Time,http://bap-tizum.com/sites/default/files/audio/Sister%20Josephine%20James_Died%20One%20Time_45.mp3
The Waller Bros' of Tarboro N.C.,Do Right,http://bap-tizum.com/sites/default/files/audio/Do_Right.mp3
Chosen Gospel Singers,Do Thy Will,http://bap-tizum.com/sites/default/files/audio/Chosen%20Gospel%20Singers_Do%20Thy%20Will_45.mp3
Chosen Gospel Singers,Do Thy Will,http://bap-tizum.com/sites/default/files/audio/Chosen%20Gospel%20Singers_Do%20Thy%20Will_45_0.mp3
The Sensational Bethleham Spirituals,Do You Know Jesus,http://bap-tizum.com/sites/default/files/audio/Do_You_Know_Jesus.mp3
Ann and The Hearts of Love Gospel Singers,Do You Think I'll Make a Soldier,http://bap-tizum.com/sites/default/files/audio/Do_You_Think_Ill_Make_a_Soldier.mp3
Spiritual Interns,Doctor Jesus,http://bap-tizum.com/sites/default/files/audio/Spiritual%20Interns_Doctor%20Jesus_45.mp3
The Spirit Of Memphis,Doctor Jesus,http://bap-tizum.com/sites/default/files/audio/The%20Spirit%20Of%20Memphis_Doctor%20Jesus_45.mp3
The Violinaires,Doing My Thing,http://bap-tizum.com/sites/default/files/audio/The%20Violinaires_Doing%20My%20Thing_45.mp3
Richburg Singers,Doing The Will Of God,http://bap-tizum.com/sites/default/files/audio/Richburg%20Singers_Doing%20The%20Will%20Of%20God_45.mp3
Highway QC's,Done Got Over,http://bap-tizum.com/sites/default/files/audio/Highway%20QC's_Done%20Got%20Over_45.mp3
The Soul Superiors,Don't Blame The Children,http://bap-tizum.com/sites/default/files/audio/The%20Soul%20Superiors_Don't%20Blame%20The%20Children_45.mp3
The Victory Five,Don't Leave Me,http://bap-tizum.com/sites/default/files/audio/Dont_Leave_Me.mp3
Morgan Babb,Don't Leave Me Jesus,http://bap-tizum.com/sites/default/files/audio/Dont_Leave_Me_Jesus.mp3
Reverend Oris Mays,Don't Let The Devil Ride,http://bap-tizum.com/sites/default/files/audio/Reverend%20Oris%20Mays_Don't%20Let%20The%20Devil%20Ride_45.mp3
The Dixie Hummingbirds,Don't Let Me Fall,http://bap-tizum.com/sites/default/files/audio/The%20Dixie%20Hummingbirds_Don't%20Let%20Me%20Fall_45.mp3
The Loving Sisters,Don't Let My Running Be In Vain,http://bap-tizum.com/sites/default/files/audio/The%20Loving%20Sisters_Don't%20Let%20My%20Running%20Be%20In%20Vain_45.mp3
Dea Simmons and The Cosmic Singers,Don't Wait Too Late,http://bap-tizum.com/sites/default/files/audio/Dont_Wait_Too_Late_0.mp3
Rev. Jasper Williams Jr.,Doubting Thomas,http://bap-tizum.com/sites/default/files/audio/Doubting_Thomas.mp3
Gospel Tones,Down Here Lord Waiting On You,http://bap-tizum.com/sites/default/files/audio/Down_Here_Lord_Waiting_On_You.mp3
Gospel Storms,Down on My Knees,http://bap-tizum.com/sites/default/files/audio/Down_on_My_Kness.mp3
Community Voices Of Faith,Down By The Riverside,http://bap-tizum.com/sites/default/files/audio/Community%20Voices%20Of%20Faith_Down%20By%20The%20Riverside_45.mp3
Community Voices Of Faith,Down By The Riverside,http://bap-tizum.com/sites/default/files/audio/Community%20Voices%20Of%20Faith_Down%20By%20The%20Riverside_45_0.mp3
Rev. Curtis Watson,Dr. Watts Hymn,http://bap-tizum.com/sites/default/files/audio/Rev.%20Curtis%20Watson_Dr.%20Watts%20Hymn_45.mp3
Floyd Randall and the Detroit Gospel Chorale,Draw Me Nearer,http://bap-tizum.com/sites/default/files/audio/Draw_Me_Nearer.mp3
Joy Harmonizers,Early in the Morning,http://bap-tizum.com/sites/default/files/audio/Early_in_the_Morning.mp3
Sister Pope and The Pearly Gates,Early One Morning,http://bap-tizum.com/sites/default/files/audio/Early_One_Morning.mp3
James Williams Jr.,Earth Has No Sorrow That Heaven Cannot Heal,http://bap-tizum.com/sites/default/files/audio/James%20Williams%20Jr._Earth%20Has%20No%20Sorrow%20That%20Heaven%20Cannot%20Heal_45.mp3
Pilgrim Jubilee Singers,Evening Sun,http://bap-tizum.com/sites/default/files/audio/Evening_Sun.mp3
Victory Five,Evening Sun,http://bap-tizum.com/sites/default/files/audio/Evening_Sun_0.mp3
The Consolers,Every Christian Mother,http://bap-tizum.com/sites/default/files/audio/The%20Consolers_Every%20Christian%20Mother_45.mp3
Willie McKinstry And Group,Everyday,http://bap-tizum.com/sites/default/files/audio/Willie%20McKinstry%20And%20Group_Everyday_45.mp3
"The Bibletones of Boston, Mass.",Everyday That I Live to See,http://bap-tizum.com/sites/default/files/audio/Everyday_That_I_Live_to_See.mp3
The Mighty Clouds Of Joy,Everything Is Going Up,http://bap-tizum.com/sites/default/files/audio/The%20Mighty%20Clouds%20Of%20Joy_Everything%20Is%20Going%20Up_45.mp3
Bill Moss And The Celestials,Everything Is Going To Be Alright,http://bap-tizum.com/sites/default/files/audio/Bill%20Moss%20And%20The%20Celestials_Everything%20Is%20Going%20To%20Be%20Alright_45.mp3
Bill Moss And The Celestials,Everything Is Going To Be Alright,http://bap-tizum.com/sites/default/files/audio/Bill%20Moss%20And%20The%20Celestials_Everything%20Is%20Going%20To%20Be%20Alright_45_0.mp3
The Powerlites,Everything To Me,http://bap-tizum.com/sites/default/files/audio/The%20Powerlites_Everything%20To%20Me_45.mp3
The Original Guiding Lights,Everything Will Be All Right,http://bap-tizum.com/sites/default/files/audio/The%20Original%20Guiding%20Lights_Everything%20Will%20Be%20All%20Right_45.mp3
Together Gospel Chorale,Faith,http://bap-tizum.com/sites/default/files/audio/Together%20Gospel%20Chorale_Faith_45.mp3
"Mighty, Mighty Clouds of Joy",Family Circle,http://bap-tizum.com/sites/default/files/audio/Family_Circle.mp3
The Mighty Gospel True Lights,Family Prayer,http://bap-tizum.com/sites/default/files/audio/The%20Mighty%20Gospel%20True%20Lights_Family%20Prayer_45.mp3
Spiritual Harmonettes,Family Prayer,http://bap-tizum.com/sites/default/files/audio/Spiritual%20Harmonettes_Family%20Prayer_45.mp3
James Cleveland,Father I Stretch My Hands To Thee,http://bap-tizum.com/sites/default/files/audio/James%20Cleveland_Father%20I%20Stretch%20My%20Hands%20To%20Thee_45.mp3
Pilgrim Jubilee Singers,"Father, I'm Coming Home","http://bap-tizum.com/sites/default/files/audio/Pilgrim%20Jubilee%20Singers_Father,%20I'm%20Coming%20Home_45.mp3"
The Mellow Tones,Father's Children,http://bap-tizum.com/sites/default/files/audio/The%20Mellow%20Tones_Father's%20Children_45.mp3
Little Sammy Stevens And The Gospel Organ,Feel The Spirit,http://bap-tizum.com/sites/default/files/audio/Little%20Sammy%20Stevens%20And%20The%20Gospel%20Organ_Feel%20The%20Spirit_45.mp3
Helen Robinson Youth Chorus,Fill Me Lord,http://bap-tizum.com/sites/default/files/audio/Helen%20Robinson%20Youth%20Chorus_Fill%20Me%20Lord_45.mp3
David Epley's Sound Of Joy,Fill My Cup,http://bap-tizum.com/sites/default/files/audio/David%20Epley's%20Sound%20Of%20Joy_Fill%20My%20Cup_45.mp3
Tommy Ellison and the Five Singing Stars,Finally Got Myself Together,http://bap-tizum.com/sites/default/files/audio/Finally_Got_Myself_Together.mp3
The Burnadettes,"First, You've Got To Recognize God",http://bap-tizum.com/sites/default/files/audio/First_Youve_Got_To_Recognize_God.mp3
The Staple Singers,Freedom Highway,http://bap-tizum.com/sites/default/files/audio/The%20Staple%20Singers_Freedom%20Highway_45.mp3
Harold Smith and the Majestic Singers,The Freedom Song,http://bap-tizum.com/sites/default/files/audio/The_Freedom_Song.mp3
Bell Jubilee,Friends Let Me Tell You About Jesus,http://bap-tizum.com/sites/default/files/audio/Bell%20Jubilee_Friends%20Let%20Me%20Tell%20You%20About%20Jesus_45.mp3
Bell Jubilee,Friends Let Me Tell You About Jesus,http://bap-tizum.com/sites/default/files/audio/Bell%20Jubilee_Friends%20Let%20Me%20Tell%20You%20About%20Jesus_45_0.mp3
Morning Echoes,In The Garden Of Eden,http://bap-tizum.com/sites/default/files/audio/Morning%20Echoes_In%20The%20Garden%20Of%20Eden_45.mp3
The Tricacogic Choir,Get On Board,http://bap-tizum.com/sites/default/files/audio/Get_On_Board.mp3
Brooklyn Allstars,In The Ghetto,http://bap-tizum.com/sites/default/files/audio/Brooklyn%20Allstars_In%20The%20Ghetto_45.mp3
Brooklyn Allstars,In The Ghetto,http://bap-tizum.com/sites/default/files/audio/Brooklyn%20Allstars_In%20The%20Ghetto_45_0.mp3
Julia Peterson Singers,Give An Account,http://bap-tizum.com/sites/default/files/audio/Julia%20Peterson%20Singers_Give%20An%20Account_45.mp3
Gospel Chimes,Give God The Credit,http://bap-tizum.com/sites/default/files/audio/Gospel%20Chimes_Give%20God%20The%20Credit_45.mp3
Harmony Notes,Give Me A Heart Like Thine,http://bap-tizum.com/sites/default/files/audio/Harmony%20Notes_Give%20Me%20A%20Heart%20Like%20Thine_45.mp3
Harmony Notes,Give Me A Heart Like Thine,http://bap-tizum.com/sites/default/files/audio/Harmony%20Notes_Give%20Me%20A%20Heart%20Like%20Thine_45_0.mp3
Victoria Hawkins,Give Me Wings,http://bap-tizum.com/sites/default/files/audio/Victoria%20Hawkins_Give%20Me%20Wings_45.mp3
"Herman Harris & The Voices of Faith, Hope, & Love",Give Yourself to Jesus,http://bap-tizum.com/sites/default/files/audio/Give_Yourself_to_Jesus.mp3
National Independent,Glory To His Name,http://bap-tizum.com/sites/default/files/audio/National%20Independent_Glory%20To%20His%20Name_45.mp3
Susie Wilson,Go Ahead,http://bap-tizum.com/sites/default/files/audio/Go_Ahead.mp3
The McNair Singers,Go Down Brother Moses,http://bap-tizum.com/sites/default/files/audio/Go_Down_Brother_Moses.mp3
The Patten Singers,God is Able,http://bap-tizum.com/sites/default/files/audio/God_is_Able.mp3
The Dynamic Soul Superiors,God Did It All,http://bap-tizum.com/sites/default/files/audio/The%20Dynamic%20Soul%20Superiors_God%20Did%20It%20All_45.mp3
The Loving Sisters,God Don't Like It,http://bap-tizum.com/sites/default/files/audio/God_Dont_Like_It.mp3
Brooklyn Allstars,God Don't Like It And I Don't Either,http://bap-tizum.com/sites/default/files/audio/Brooklyn%20Allstars_God%20Don't%20Like%20It%20And%20I%20Don't%20Either_45.mp3
Community Voices Of Faith,God Gave Me A Song,http://bap-tizum.com/sites/default/files/audio/Community%20Voices%20Of%20Faith_God%20Gave%20Me%20A%20Song_45.mp3
Community Voices Of Faith,God Gave Me A Song,http://bap-tizum.com/sites/default/files/audio/Community%20Voices%20Of%20Faith_God%20Gave%20Me%20A%20Song_45_0.mp3
The Dixie Hummingbirds,God Is Going To Get Tired,http://bap-tizum.com/sites/default/files/audio/The%20Dixie%20Hummingbirds_God%20Is%20Going%20To%20Get%20Tired_45.mp3
Silver Harpes,God Is Good To Me,http://bap-tizum.com/sites/default/files/audio/Silver%20Harpes_God%20Is%20Good%20To%20Me_45.mp3
Bill Moss And The Celestials,God Has Been So Good,http://bap-tizum.com/sites/default/files/audio/Bill%20Moss%20And%20The%20Celestials_God%20Has%20Been%20So%20Good_45.mp3
Bill Moss And The Celestials,God Has Been So Good,http://bap-tizum.com/sites/default/files/audio/Bill%20Moss%20And%20The%20Celestials_God%20Has%20Been%20So%20Good_45_0.mp3
Christian Harmonizers,God Has A Way,http://bap-tizum.com/sites/default/files/audio/Christian%20Harmonizers_God%20Has%20A%20Way_45.mp3
The Gospelaires,God Helps Those Who Help Themselves,http://bap-tizum.com/sites/default/files/audio/The%20Gospelaires_God%20Helps%20Those%20Who%20Help%20Themselves_45.mp3
Taylor Brothers,God Knows My Feelin',http://bap-tizum.com/sites/default/files/audio/Taylor%20Brothers_God%20Knows%20My%20Feelin'_45.mp3
Original Five Blind Boys,God Leads Little Children,http://bap-tizum.com/sites/default/files/audio/Original%20Five%20Blind%20Boys_God%20Leads%20Little%20Children_45.mp3
Gospel Tones,God is Not Dead,http://bap-tizum.com/sites/default/files/audio/God_is_Not_Dead.mp3
Soul Stirrers,God Is Standing By,http://bap-tizum.com/sites/default/files/audio/Soul%20Stirrers_God%20Is%20Standing%20By_45.mp3
Jordan Gospel Singers,God Will Help You,http://bap-tizum.com/sites/default/files/audio/Jordan%20Gospel%20Singers_God%20Will%20Help%20You_45.mp3
Edna Gallmon Cooke,God Will Move,http://bap-tizum.com/sites/default/files/audio/Edna%20Gallmon%20Cooke_God%20Will%20Move_45.mp3
Helen Robinson Youth Choir,God's Calling You,http://bap-tizum.com/sites/default/files/audio/Helen%20Robinson%20Youth%20Choir_God's%20Calling%20You_45.mp3
Rubye Shelton,God's Going To Destroy This Nation,http://bap-tizum.com/sites/default/files/audio/Gods_Going_To_Destroy_This_Nation.mp3
The Dixie Hummingbirds,God's Goodness,http://bap-tizum.com/sites/default/files/audio/The%20Dixie%20Hummingbirds_God's%20Goodness_45.mp3
Willie Banks And The Messengers,God's Goodness,http://bap-tizum.com/sites/default/files/audio/Willie%20Banks%20And%20The%20Messengers_God's%20Goodness_45.mp3
The Gospel Imperials,God's Holy Power,http://bap-tizum.com/sites/default/files/audio/The%20Gospel%20Imperials_God's%20Holy%20Power_45.mp3
Happyland Singers,God's Promise,http://bap-tizum.com/sites/default/files/audio/Happyland%20Singers_God's%20Promise_45.mp3
Barbara Jean Mayes,God's Unchanging Hand,http://bap-tizum.com/sites/default/files/audio/Barbara%20Jean%20Mayes_God's%20Unchanging%20Hand_45.mp3
Barbara Jean Mayes,God's Unchanging Hand,http://bap-tizum.com/sites/default/files/audio/Barbara%20Jean%20Mayes_God's%20Unchanging%20Hand_45_0.mp3
Doris Thomas,God's Word Shall Never Fail,http://bap-tizum.com/sites/default/files/audio/Doris%20Thomas_God's%20Word%20Shall%20Never%20Fail_45.mp3
The Dixie Hummingbirds,Going On,http://bap-tizum.com/sites/default/files/audio/The%20Dixie%20Hummingbirds_Going%20On_45.mp3
The Gospel Consolators,Going on with Jesus,http://bap-tizum.com/sites/default/files/audio/Going_on_with_Jesus.mp3
Hi Way Que C's,Going To See The King,http://bap-tizum.com/sites/default/files/audio/Hi%20Way%20Que%20C's_Going%20To%20See%20The%20King_45.mp3
Elder James E. McCurdy,Good News,http://bap-tizum.com/sites/default/files/audio/Elder%20James%20E.%20McCurdy_Good%20News_45.mp3
Ethel Davenport,Great Big Singing Jubilee,http://bap-tizum.com/sites/default/files/audio/Ethel%20Davenport_Great%20Big%20Singing%20Jubilee_45.mp3
Tessie Hill,Great Things,http://bap-tizum.com/sites/default/files/audio/Tessie%20Hill_Great%20Things_45.mp3
Tessie Hill,Great Times,http://bap-tizum.com/sites/default/files/audio/Great_Things.mp3
The Winstonaries,Grow Closer,http://bap-tizum.com/sites/default/files/audio/The%20Winstonaries_Grow%20Closer_45.mp3
Rev. Clay Evans And The Ship,Hallelujah Hosanna,http://bap-tizum.com/sites/default/files/audio/Rev.%20Clay%20Evans%20And%20The%20Ship_Hallelujah%20Hosanna_45.mp3
Weary Travelers,Hallelulah,http://bap-tizum.com/sites/default/files/audio/Hallelulah.mp3
The Trumpeteers,Handwriting On The Wall,http://bap-tizum.com/sites/default/files/audio/The%20Trumpeteers_Handwriting%20On%20The%20Wall_45.mp3
The Victory Five,Have You Been To The Pool?,http://bap-tizum.com/sites/default/files/audio/Have_You_Been_To_The_Pool_.mp3
Trumpelletts,Have You Tried Jesus,http://bap-tizum.com/sites/default/files/audio/Trumpelletts_Have%20You%20Tried%20Jesus_45.mp3
The Holt Sisters And Joe Fountaine,He Is The Answer That I Need,http://bap-tizum.com/sites/default/files/audio/The%20Holt%20Sisters%20And%20Joe%20Fountaine_He%20Is%20The%20Answer%20That%20I%20Need_45.mp3
The Dixie Hummingbirds,He Cares For Me,http://bap-tizum.com/sites/default/files/audio/The%20Dixie%20Hummingbirds_He%20Cares%20For%20Me_45.mp3
The Meditations,He Has Done Something For Me,http://bap-tizum.com/sites/default/files/audio/The%20Meditations_He%20Has%20Done%20Something%20For%20Me_45.mp3
Diane Franklin,He Has Made Me Glad,http://bap-tizum.com/sites/default/files/audio/Diane%20Franklin_He%20Has%20Made%20Me%20Glad_45.mp3
Diane Franklin,He Has Made Me Glad,http://bap-tizum.com/sites/default/files/audio/Diane%20Franklin_He%20Has%20Made%20Me%20Glad_45_0.mp3
Sammy Bryant ,He Know's How Much We Can Bare Part II,http://bap-tizum.com/sites/default/files/audio/He_Knows_How_Much_We_Can_Bare_Part_II.mp3
Sammy Bryant,He Knows How Much We Can Bare pt 1,http://bap-tizum.com/sites/default/files/audio/Sammy%20Bryant_He%20Knows%20How%20Much%20We%20Can%20Bare%20pt%201_45.mp3
The Ohio Silvertones,He Laid His Hands On Me,http://bap-tizum.com/sites/default/files/audio/The%20Ohio%20Silvertones_He%20Laid%20His%20Hands%20On%20Me_45.mp3
Daughters and Sons of Zion,He Made a Right From Wrong,http://bap-tizum.com/sites/default/files/audio/He_Made_a_Right_From_Wrong.mp3
Angelic Gospel Singers,He Never Left Me Alone,http://bap-tizum.com/sites/default/files/audio/Angelic%20Gospel%20Singers_He%20Never%20Left%20Me%20Alone_45.mp3
Angelic Gospel Singers,He Never Left Me Alone,http://bap-tizum.com/sites/default/files/audio/Angelic%20Gospel%20Singers_He%20Never%20Left%20Me%20Alone_45_0.mp3
Rev. George Oliver,He Is A Rock,http://bap-tizum.com/sites/default/files/audio/Rev.%20George%20Oliver_He%20Is%20A%20Rock_45.mp3
God's Inspirational Kingdom Prophetess Lessie O. Brown ,He Said He Would (God's Promise),http://bap-tizum.com/sites/default/files/audio/He_Said_He_Would_Gods_Promise.mp3
